source,listing_id,title,year,km,price,fuel,transmission,engine,power,body_type,listing_date,url,search_query,search_page,raw_description,filter_reason,year_source,km_source,fuel_source,transmission_source,engine_source,power_source,body_type_source
bazos,194312707,ŠKODA KODIAQ 2.0 TDI STYLE DSG | 110 kW | 1/2022 | ODPOČET,2022.0,,22500,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194312707/skoda-kodiaq-20-tdi-style-dsg-110-kw-12022-odpocet.php,Škoda Kodiaq 2.0 TDI,1,ŠKODA kodiaq 2.0 tdi SCR EVO STYLE DSG | 110 kW | 1/2022 | ACC | 360° KAMERA Cena: 22 500 € Cena bez DPH: 18.292 € Ponúkame na predaj Škodu kodiaq vo výbave Style s úsporným motorom 2.0 tdi SCR EVO 110 kW (150 PS) a automatickou prevodovkou DSG. Vozidlo bolo dovezené z Nemecka po prvom maj ...,,regex_description,missing,regex_description,regex_description,regex_description,regex_description,missing
bazos,194120634,Škoda Kodiaq Style 4x4 2.0Tdi DSG,2023.0,145200.0,24990,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194120634/skoda-kodiaq-style-4x4-20tdi-dsg.php,Škoda Kodiaq 2.0 TDI,1,Predám Škoda kodiaq Style 4x4 2.0 tdi 147kw DSG r.v 2023/4 s nájazdom 145200km. Vozidlo je veľmi pekné a zachovalé treba sa presvedčiť na vlastné oči. Inzerát je platný do zmazania. ✅️Úplna servisná história v autorizovanom servise Škoda ✅️Olej v prevodovke vymenený pri 120000km ✅️Carvertikal ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194288066,Škoda Kodiaq Fcl 4x4 2.0 TDI 147kW 200k DSG Virtuál Ťažné,,112933.0,26490,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194288066/skoda-kodiaq-fcl-4x4-20-tdi-147kw-200k-dsg-virtual-tazne.php,Škoda Kodiaq 2.0 TDI,1,"Predám veľmi pekné vozidlo Škoda kodiaq Fcl 4x4 2.0 tdi 147kW/200k 7st.DSG prevodovka F1 radenie na volante najazdených 112933 km. Pôvodný lak karosérie celého vozidla !!! Veľmi pekné priestranné vozidlo, Krásna farba Modrá Race metalíza v kombinácii s čiernymi doplnkami, Spoľahlivý motor s vy ...",,missing,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194101190,Skoda kodiaq 2.0Tdi-DSG-RV:2022--143tis km-Panorama-Tažne---,2022.0,143851.0,23900,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194101190/skoda-kodiaq-20tdi-dsg-rv2022-143tis-km-panorama-tazne.php,Škoda Kodiaq 2.0 TDI,1,"📍 Poprad, Kukučínova 5782 ☎️ 0910 388 731 🔧Technické údaje: ✅Rok výroby:12.1.2022 ✅Najazdené: 143 851 km ✅Motor: 2.0 tdi , diesel ✅Výkon: 110 kW ✅Objem motora: 1968 cm³ ✅Prevodovka: automatická 7-stupňová DSG ✅VIN: TMBJJ7NS9N8021796 ⭐Hlavné výhody a výbava: ✅Panoramatická strecha s ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194060314,Škoda Kodiaq 2.0TDi 200PS DSG 4x4 Clever Edition Matrix 360,2022.0,138200.0,28500,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194060314/skoda-kodiaq-20tdi-200ps-dsg-4x4-clever-edition-matrix-360.php,Škoda Kodiaq 2.0 TDI,1,"Škoda kodiaq 2.0 tdi SCR EVO 200 4x4 DSG ,MATRIX SVETLA,Virtual Cocpit. Značka:Škoda,,Model: kodiaq 4x4,147kw,Rok:2022, Palivo:Diesel,,Prevodovka:7-st. automatická, Najazdené km:138200,Objem:1968 cm3,Farba:čierna metaliza,perlet. Bezpečnosť: ABS, Adaptívny tempomat, Natáčacie svetlomety, ADS, Ai ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194233174,Škoda Kodiaq 2.0 TDI DSG Sportline Webasto Panorama,2023.0,112000.0,27500,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194233174/skoda-kodiaq-20-tdi-dsg-sportline-webasto-panorama.php,Škoda Kodiaq 2.0 TDI,1,"Rok výroby: 2/2023 2.0 tdi 110kW 150 PS Dsg Automat (7 st.), Diesel , EURO 6, 5 dv., (5-Miestne ), 112 000 km, Čierna Metalíza BEZPEČNOSŤ Alarm, ABS, ASR(TC,EDS), Airbag 10X, Brzdový asistent(BAS), Isofix, Deaktivácia airbagov, Systém kontroly tlaku v pneumatikách (TPMS), Asistent rozpoznáv ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,193960424,ŠKODA KODIAQ 2.0TDI SPORTLINE 4X4 DSG 2023 TAZNE ODPOCET DPH,2023.0,124000.0,30600,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193960424/skoda-kodiaq-20tdi-sportline-4x4-dsg-2023-virtual-tazne-dph.php,Škoda Kodiaq 2.0 TDI,1,24 846€ Bez DPH - Škoda kodiaq Sportline 2.0 tdi 4x4 110Kw Najazdené: 124 000 Rok výroby 2023/2 Prebodovka 7st. Atomatická DSG ✅️Možný odpočet DPH. ✅ Možnosť kúpy na splátky/autoúver ✅️Možnosť prevziať vaše vozidlo a použiť ho ako akontáciu ✅️Spoľahlivý motor 110kw Full led svetlomety Ambientné ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,193958785,Škoda Kodiaq 2.0TDi DSG rok 2022 - Odpočet DPH -,2022.0,,20999,Diesel,Automatic,2.0 TDI,,,11.8. 2026,https://auto.bazos.sk/inzerat/193958785/audi-a6-50-tfsi-e-quattro-plug-in-hybrid-2023-black-paket.php,Škoda Kodiaq 2.0 TDI,1,"- 17.073€ Bez DPH - Škoda kodiaq 2.0 tdi DSG, naj rok 2022, Full LED Dynamické svetlomety, Parkovacia kamera, Automatická klimatizácia, Automatické samoparkovanie, Line assist, Front assist, Kontrola mŕtveho uhla, ACC adaptívny tempomat, farebne ambientné osvetlenie… - Posledný servis pri 205.000k ...",,regex_description,missing,regex_description,regex_description,regex_description,missing,missing
bazos,194384477,"✅️Škoda Kodiaq Sportline 2023 2.0TDI 147KW 4x4,Webas,Ťažné✅️",,109000.0,33990,Diesel,,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194384477/skoda-kodiaq-sportline-2023-20tdi-147kw-4x4webastazne.php,Škoda Kodiaq 2.0 TDI,1,"○IBA 109.000KM○TOP VÝBAVA ○2023 ✅️MOŽNOSŤ PREVZATIA VÁŠHO VOZIDLA A POUŽIŤ HO AKO AKONTÁCIU ✅️MOŽNOSŤ VÝMENY VÁŠHO STARÉHO VOZIDLA ZA NOVÉ ✅️ VOZIDLO PO 1. MAJITEĽOVI, ✔️bez akéhokoľvek poškodenia, stav nového ‼️‼️‼️NEBÚRANÉ - KOMPLET PÔVODNÝ LAK NA CELOM AUTE‼️‼️‼️ ✔️1.majiteľ ✔️Up ...",,missing,regex_description,regex_title,missing,regex_title,regex_title,missing
bazos,194474451,Škoda KODIAQ Sportline 2.0TDi 4x4 147kW WEBASTO/PANO/ŤAŽNÉ,2023.0,158000.0,27399,Diesel,,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194474451/skoda-kodiaq-sportline-20tdi-4x4-147kw-webastopanotazne.php,Škoda Kodiaq 2.0 TDI,2,"TECHNICKÉ ÚDAJE: R.V.: 7/2023❗️, 1968CM3, 147KW (200PS), A7, 4x4, DIESEL, 5 DV., (5-MIESTNE), 158 000 KM, BIELA (Perľeťová) METALÍZA, VIN: na vyžiadanie, SPOTREBA VOZIDLA (L/100KM):V MESTE: 6.6, MIMO MESTA: 5.3, KOMBINOVANÁ: 5.9, Emisná norma EURO 6. ABS, (pACC) Prediktívny Adaptívny tempomat s u ...",,regex_description,regex_description,regex_description,missing,regex_title,regex_description,missing
bazos,193952065,"ŠKODA KODIAQ 2.0TDI SPORTLINE 4X4 DSG, VIRTUAL/KAMERA/CANTON",2022.0,159066.0,26950,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193952065/vw-id4-pro-performance-soh-926-360kameramatrixtazne.php,Škoda Kodiaq 2.0 TDI,2,"TECHNICKÉ ÚDAJE: R.V.: 5/2022, 1968CM3, 147KW (200PS), 4X4, A7, DIESEL, EURO 6, 5 DV., (5-MIESTNE), 159066 KM BEZPEČNOSŤ: ABS, ADAPTÍVNY TEMPOMAT, AIRBAGY, ASR, BRZDOVÝ ASISTENT, CENTRÁLNE ZAMYKANIE, DEAKTIVÁCIA AIRBAGOV, SYSTÉM ROZPOZNANIA ÚNAVY VODIČA (DAW), EBD, EBV, SYSTÉM TIESŇOVÉHO VOLANI ...",,regex_description,regex_description,regex_description,regex_title,regex_title,regex_description,missing
bazos,194441119,Kodiaq,2018.0,,20000,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194441119/kodiaq.php,Škoda Kodiaq 2.0 TDI,2,"Predám Škoda kodiaq 2.0 tdi SCR Štýle DSG 110kw150HP A7 r.v. 2018, 1 majiteľ nehavarované, garážované,STK 2028/7 el.ťažné, vyrobené na objednávku, bez škrabancov, servisované iba Škodovke, komletná história .",,regex_description,missing,regex_description,regex_description,regex_description,regex_description_from_ps,missing
bazos,194334629,ŠKODA KODIAQ 2.0 TDI 110KW 4x4 7 MIEST XENON PANORÁMA,,50.0,18350,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194334629/skoda-kodiaq-20-tdi-110kw-4x4-7-miest-xenon-panorama.php,Škoda Kodiaq 2.0 TDI,2,"VOLAŤ NA +421907390083 VOZIDLO SA NACHÁDZA V MESTE TURZOVKA 50 KM OD FRYDKU MISTKU PREDÁM ŠKODU kodiaq Z MOTOROM 2.0 tdi 110kw A AUTOMATICKOU PREVODOVKOU DSG VÝBAVA : adaptívny tempomat , multifunkčný volant , 4xel okna , koža, XENON , vyhrievané sedačky , cúvacia kamera , 7 miest na sedeni ...",,missing,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194199227,"Škoda Kodiaq 2.0Tdi 140kw DSG 4x4 7-miest / canton,ťažné/",2017.0,159999.0,19999,Diesel,Automatic,2.0 TDI,140.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194199227/skoda-kodiaq-20tdi-140kw-dsg-4x4-7-miest-cantontazne.php,Škoda Kodiaq 2.0 TDI,2,"predám krásny kodiaq v 7-miestnom prevedení Technické údaje: r.v.: 3/2017 km: 159 999 výkon: 140kw pohon: 4x4 prevodovka: 7.st. automatická farba: biela metalíza Niečo z výbavy: bezkľúčový prístup KEYLESS, LED denné svietenie, Full LED hlavné svetlomety s AFS, ambientné osvetlenie int ...",,regex_description,regex_description,regex_title,regex_description,regex_title,regex_description,missing
bazos,193880304,ŠKODA KODIAQ 2.0 TDI STYLE DSG MATRIX/PANO/KAM/ACC,2023.0,150563.0,24890,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193880304/skoda-kodiaq-20-tdi-scr-style-dsg.php,Škoda Kodiaq 2.0 TDI,2,"ŠKODA kodiaq 2.0 tdi SCR STYLE DSG TECHNICKÉ ÚDAJE: R.V.: 03/2023, 1968 CM3, 110KW, A7, NAFTA , EURO 6, 5 DV., (5-MIESTNE), 150 563KM BEZPEČNOSŤ: ABS, ADAPTÍVNY TEMPOMAT, ADS, AIRBAGY, ALARM, ASR, CENTRÁLNE ZAMYKANIE, DEAKTIVÁCIA AIRBAGOV, VAROVANIE O VZDIALENOSTI (BAS PLUS), SYSTÉM ROZPOZN ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,193866473,Skoda Kodiaq Sportline 2.0tdi 110kw ...PREDANÉ ...,2023.0,142545.0,26890,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193866473/skoda-kodiaq-sportline-20tdi-110kw-dsg-matrixcamambient.php,Škoda Kodiaq 2.0 TDI,2,!!!! PREDANÉ. !!!! ✅r.v.: 03/2023 ✅najazdene: 142 545km ✅motor: 2.0 tdi 110kW ✅prevodovka: 7 st. automat DSG ✅pohon: predná náprava ✅farba: biela perlet metalíza ✅ cúvacia kamera/ predne a zadne park.senzory samo-parkovanie PARKPILOT ✅bezklucove otvaranie Keyless Access ✅adaptivny podvozok DC ...,,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194346504,Škoda Kodiaq SPORTLINE 2022 2.0tdi 110kw DSG WEBASTO ŤAŽNÉ,2022.0,,27990,Diesel,Automatic,2.0 TDI,110.0,SUV,11.8. 2026,https://auto.bazos.sk/inzerat/194346504/skoda-kodiaq-sportline-2022-20tdi-110kw-dsg-webasto-tazne.php,Škoda Kodiaq 2.0 TDI,2,"Ponúkame na predaj krásne, elegantné, maximálne komfortné, novodobé SUV značky Škoda kodiaq v edicií SPORTLINE , nadčasové línie s dynamickou príchuťou Technické údaje: Motorizácia: 2.0 tdi 110kw 150koní diesel Prevodovka: 7st. automatická dsg Pohon: predný Rok výroby: 05/2022 Najazdených: ...",,regex_description,missing,regex_description,regex_description,regex_description,regex_description,regex_description
bazos,194186650,"✅️Škoda Kodiaq L&K 2.0.TDI 147KW 4X4 ,2023,7-Miest,Ťažné✅️",,,33990,Diesel,,,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194186650/skoda-kodiaq-lk-20tdi-147kw-4x4-20237-miestfull.php,Škoda Kodiaq 2.0 TDI,2,"LK ○7-Miestne ○ 2023 ○ TOP VÝBAVA ✅️MOŽNOSŤ PREVZATIA VÁŠHO VOZIDLA A POUŽIŤ HO AKO AKONTÁCIU ✅️MOŽNOSŤ VÝMENY VÁŠHO STARÉHO VOZIDLA ZA NOVÉ ✅️VOZIDLO PO 1. MAJITEĽOVI, ✔️bez akéhokoľvek poškodenia, stav noveho auta !!!!!!!!!!!!!!!! ‼️‼️‼️NEBÚRANÉ PÔVODNÝ STAV, KOMPLET PÔVODNÝ LAK NA CE ...",,missing,missing,regex_title,missing,missing,regex_title,missing
bazos,194186825,ŠKODA KODIAQ  FACELIFT 2.0 TDI 110KW 4x4DSG 4x4,2022.0,142600.0,24900,Diesel,,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194186825/skoda-kodiaq-facelift-20-tdi-110kw-4x4dsg-4x4.php,Škoda Kodiaq 2.0 TDI,2,"R.V.: 2022, 110KW 142600km čierna met met, SPOTREBA VOZIDLA (L/100KM): KOMBINOVANÁ: 6.2 ABS, Prediktívny Adaptívny tempomat s udržiavaním v jazdných pruhoch, ESP,ABS, Isofix, Škoda CRYSTAL LED svetlomety LED denné svietenie, DYNAMICKÉ smerovky vzadu, MSR, Radenie pod volantom pádlami F1, Bezdrô ...",,regex_description,regex_description,regex_title,missing,regex_title,regex_description,missing
bazos,194080926,Škoda Kodiaq 2.0TDI Style+,2018.0,170.0,21190,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194080926/skoda-kodiaq-20tdi-style.php,Škoda Kodiaq 2.0 TDI,2,"Predám Škoda kodiaq v krásnej výbave , 110kw DSG R.v. 11/2018 Naposledy vymenený olej + všetky filtre Komplet predné zadné kotúčové brzdy aj platničky + výmena brzdovej kvapaliny Olej v prevodovke menený pri 155tisic km Aktuálne bez investícii Najazdené 170tis. km Výbava : FULL LED predné svet ...",,regex_description,regex_description,regex_title,regex_description,regex_title,regex_description,missing
bazos,194250062,Škoda Kodiaq  facelift 2.0 TDI 4x4 model 2023,2023.0,180000.0,22000,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194250062/skoda-kodiaq-20-tdi-4x4-model-2023.php,Škoda Kodiaq 2.0 TDI,2,"Predám Škodu kodiaq 2.0 tdi 110 kW 4x4 s automatickou 7-stupňovou prevodovkou DSG. Vozidlo bolo vyrobené 12/2022, modelový rok 2023. Rok výroby: 12/2022 (model 2023) Motor: 2.0 tdi , 110 kW Pohon: 4x4 Prevodovka: 7-stupňová DSG automat Najazdené: 180 000 km Farba: čierna metalíza Servisná ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194461398,Škoda Kodiaq RS-2.0 TDI-176kw-4x4-DSG-88000km-1.majiteľ,,88000.0,29990,Diesel,Automatic,2.0 TDI,176.0,SUV,11.8. 2026,https://auto.bazos.sk/inzerat/194461398/skoda-kodiaq-rs-20-tdi-176kw-4x4-dsg-88000km-1majitel.php,Škoda Kodiaq 2.0 TDI,2,"Ponúkam na predaj náš rodinný kodiaq RS – ikonické športové SUV, ktoré spája dynamiku, praktickosť a prémiový vzhľad. Vďaka výkonu, komfortu a športovým prvkom RS je tento model jedným z najobľúbenejších rodinných SUV vyššej triedy. kodiaq má najazdených len 88000 km,ako nový bol kupovaný na Slovens ...",,missing,regex_description,regex_title,regex_title,regex_title,regex_title,regex_description
bazos,193678668,Škoda Kodiaq 2.0 TDi DSG - 110 kW - 2023 - Style,2023.0,99000.0,24999,Diesel,Automatic,2.0 TDI,110.0,,11.8. 2026,https://auto.bazos.sk/inzerat/193678668/skoda-kodiaq-20-tdi-dsg-110-kw-2023-style.php,Škoda Kodiaq 2.0 TDI,2,"Ponúkam na Predaj Skoda kodiaq 2.0 tdi DSG Facelift v Bohatej Výbave Motor: 2.0 tdi - 110 kW - 150PS (Diesel) Prevodovka: Automat Vyrobené: 3/2023 Karoséria: 5 dverí, 5 miestne Nájazd: 99.000 Farba: Šedá - MOŽNÝ ODPOČET DPH - - Možnosť Predlženia Záruky - Garancia Originál najazdených ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
bazos,194397427,"Škoda Kodiaq Sportline 4x4, r.2023, 119tis km",2023.0,119000.0,30990,Diesel,Automatic,2.0 TDI,147.0,,11.8. 2026,https://auto.bazos.sk/inzerat/194397427/skoda-kodiaq-sportline-4x4-r2023-119tis-km.php,Škoda Kodiaq 2.0 TDI,2,"Ponúkam na predaj Škodu kodiaq vo výbave Sportline. Auto nebúrané, nelakované, bez poistnej udalosti. Základné údaje: * Motor: 2.0 tdi , 147 kW (200 koní) * Pohon a prevodovka: Pohon 4x4, 7-stupňová automatická prevodovka * Prvá registrácia: 06/2023 * Nájazd: 119 000km * Farba: Šedá ...",,regex_description,regex_description,regex_description,regex_description,regex_description,regex_description,missing
