row_index,brand,model,variant,fuel,year,km,power_kw,inventory_price_eur,ab_comparable_count,ab_median_eur,ab_price_diff_pct,bz_comparable_count,bz_median_eur,bz_price_diff_pct,ab_vs_bz_pct_gap,median_spread_pct,rank_source,rank_price_diff_pct,confidence_flag,sample_sufficient,missing_critical_fields,ab_tier,bz_tier,confidence_reasons,ab_example_links,bz_example_links
70,Suzuki,Vitara,1.4 128HP Manual Active,Petrol,2021,79000,94.0,13000,7,14500.0,10.3,2,16970.0,23.4,-13.1,14.6,autobazar,10.3,MEDIUM,True,none,moderate,broad,"single usable source (AB 7/BZ 2); no cross-check; sample n=7, data complete",https://www.autobazar.eu/detail/suzuki-vitara-suzuki-vitara-allgrip-14-boosterjet-at/AeLg31KFRhl/ | https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-mildhybrid-comfort-2wd/AmU6GPXd-v6/ | https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-automat-cr2maj/Am9X62HD-B8/,https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
11,Skoda,Kamiq,1.0 109HP Automatic Dynamic,Petrol,2021,113100,80.0,12850,23,14299.0,10.1,4,16144.5,20.4,-10.3,11.4,autobazar,10.1,HIGH,True,none,moderate,broad,both sources usable (AB 23/BZ 4); median spread 11% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-joy-81kw-v-zaruke-elkufor-full-led-full-kessy-parkovacia-kamera/AmUdoxr3zRx/ | https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-style/AmvRkiMqmaN/ | https://www.autobazar.eu/detail/skoda-kamiq-10-tsi-ambition/AmPiN3lWwBf/,https://auto.bazos.sk/inzerat/194376105/skoda-kamiq-10-tsi-style-dsg.php | https://auto.bazos.sk/inzerat/194374005/skoda-kamiq-10-tsi-selection.php | https://auto.bazos.sk/inzerat/194383824/skoda-kamiq-15-tsi-style-dsg-98000km-2021.php
88,Mazda,Cx-5,2.0 163HP Manual Vision,Petrol,2014,172000,120.0,9500,4,10550.0,10.0,4,9345.0,-1.7,11.7,11.4,autobazar,10.0,HIGH,True,none,strict,moderate,both sources usable (AB 4/BZ 4); median spread 11% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/mazda-cx-5-20-skyactiv-g-awd-revolution/Am7hwGpoGmF/ | https://www.autobazar.eu/detail/mazda-cx-5-20-skyactiv-g-challenge-121kw165hp-m6/Ae8fsxZYrlX/ | https://www.autobazar.eu/detail/mazda-cx-5-20-skyactiv-g-awd-attraction/AmieuZV4iWq/,https://auto.bazos.sk/inzerat/194073008/mazda-cx-5-20-skyactive-g-4x4.php | https://auto.bazos.sk/inzerat/194463260/mazda-cx5.php | https://auto.bazos.sk/inzerat/194443845/mazda-cx-5.php
30,Mazda,Cx-3,"2,0 SkyActiv-G 121 HK Optimum AUT",Petrol,2019,37000,89.0,15000,3,14900.0,-0.7,4,16640.0,9.9,-10.6,10.5,bazos,9.9,LOW,True,none,moderate,broad,75% of comparables missing year/km; best sample n=4,https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g-cr2maj-navi-tempomat/Amz7ApepdxL/ | https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g-cr2maj-tempomat/AmekWjQ3ArE/ | https://www.autobazar.eu/detail/mazda-cx-3-20-mt-cr/AeJ2rkXjAPSK/,https://auto.bazos.sk/inzerat/194374942/mazda-cx-3-20-skyactiv-112017.php | https://auto.bazos.sk/inzerat/193583620/mazda-cx-3-20-skyactiv-g121-takumi-89kw121hp-m6.php | https://auto.bazos.sk/inzerat/194143359/mazda-cx-3-20-skyactiv-takumi-89kw-m6-2021.php
75,Renault,Austral,Mhev 160 auto,Petrol,2024,65000,,21500,5,23500.0,8.5,1,24490.0,12.2,-3.7,4.0,autobazar,8.5,MEDIUM,True,none,broad,broad,"single usable source (AB 5/BZ 1); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/renault-austral-13-t-mhev/AmO2TOJO2Qw/ | https://www.autobazar.eu/detail/renault-austral-13-t-mhev-automat-sr2maj/Am7KDuQcYMZ/ | https://www.autobazar.eu/detail/renault-austral-13-t-mhev-automat-sr2maj/AeJN3qXyXFP/,https://auto.bazos.sk/inzerat/194036884/renault-austral-13-mhev-160-techno-cvt.php
95,Toyota,C-Hr,1.8  Automatic Selected,Hybrid,2019,97548,,16200,11,17600.0,8.0,4,17449.5,7.2,0.8,0.9,autobazar,8.0,HIGH,True,none,strict,moderate,both sources usable (AB 11/BZ 4); median spread 1% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid/Abfci_y-Zg9/ | https://www.autobazar.eu/detail/toyota-c-hr-2018/AeO3tldDkIX/ | https://www.autobazar.eu/detail/toyota-c-hr-18-hybridselection-automat/AmBOAs4Uw9x/,https://auto.bazos.sk/inzerat/194011376/toyota-chr-active-18-hybrid.php | https://auto.bazos.sk/inzerat/194208606/predam-toyota-c-hr.php | https://auto.bazos.sk/inzerat/194199181/toyota-c-hr-18-hybrid-2019-81-000-km-servis-toyota.php
1,Nissan,X-Trail,1.3 157HP Automatic Acenta,Petrol,2020,80809,115.0,12950,2,14000.0,7.5,1,11990.0,-8.0,15.5,14.4,autobazar,7.5,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=1)",https://www.autobazar.eu/detail/nissan-x-trail-benzin-16-163k-manual-n-connecta/AewVPnEv70R/ | https://www.autobazar.eu/detail/nissan-x-trail-16-dig-t-servkniha-klima-tempomat/Aeaio_RH41a/,https://auto.bazos.sk/inzerat/194369413/nissan-x-trail-dig-t-160-acenta.php
40,Mazda,Cx-3,2.0 119HP Manual Vision,Petrol,2017,116949,88.0,10000,4,10800.0,7.4,2,14995.0,33.3,-25.9,28.0,autobazar,7.4,MEDIUM,True,none,strict,broad,"single usable source (AB 4/BZ 2); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g/AmkLGCnlbQO/ | https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g-po-stk/AeiS0ZGRQqV/ | https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-gattraction-tempomat/AmnmKgQasB1/,https://auto.bazos.sk/inzerat/194374942/mazda-cx-3-20-skyactiv-112017.php | https://auto.bazos.sk/inzerat/194142745/mazda-cx-3-20-skyactiv-revolution-89kw-m6-2019.php
65,Renault,Captur,0.9 89HP Manual TCe,Petrol,2017,140312,65.0,5500,4,5900.0,6.8,3,6750.0,18.5,-11.7,12.6,autobazar,6.8,MEDIUM,True,none,strict,strict,"single usable source (AB 4/BZ 3); no cross-check; sample n=4, data complete",https://www.autobazar.eu/detail/renault-captur-renault-captur/AefrgMKYA2V/ | https://www.autobazar.eu/detail/renault-captur-energy-tce-90-advantage-66kw90hp-m5/AeRuC7XTj60/ | https://www.autobazar.eu/detail/renault-captur-09-tce-servkniha-klima-tempomat/Aeq3_AVM5HM/,https://auto.bazos.sk/inzerat/194267678/predam-renault-captur-09tce-66kw-benzin.php | https://auto.bazos.sk/inzerat/193034949/predam-renault-captur-09-tcerv2016.php | https://auto.bazos.sk/inzerat/194280629/predam-zimny-komplet-renault-capture.php
68,Volkswagen,Tiguan,1.5 148HP Automatic Life,Petrol,2020,143353,109.0,17000,5,18000.0,5.6,4,19445.0,12.6,-7.0,7.4,autobazar,5.6,HIGH,True,none,moderate,moderate,both sources usable (AB 5/BZ 4); median spread 7% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-tiguan-96kw130hp-m6/AeOSvx0iw9A/ | https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-opf-130k-comfortline-96kw130hp-m6/AeLqAG15QUu/ | https://www.autobazar.eu/detail/volkswagen-tiguan-14-tsi-act-bmt-4motion-150k-edition-comfortline-dsg-110kw150hp-a6/Aeo0VUyU0PR/,https://auto.bazos.sk/inzerat/194394238/volkswagen-tiguan-15tsi-2019173tispanoramafull-led.php | https://auto.bazos.sk/inzerat/194065820/volkswagen-tiguan-15tsi-rv112021127tis-kmfull-ledhead.php | https://auto.bazos.sk/inzerat/194039032/volkswagen-tiguan-15-tsi-evo-life.php
52,Mazda,Cx-5,2.0 163HP Automatic Sky,Petrol,2021,37500,120.0,20500,4,28499.5,28.1,5,21490.0,4.6,23.5,24.6,bazos,4.6,MEDIUM,True,none,broad,broad,"moderate source disagreement 25%; sample n=5, data complete",https://www.autobazar.eu/detail/mazda-cx-5-25-e-skyactiv-g194-mhev-exclusive-line-at/AmYICmzTYa3/ | https://www.autobazar.eu/detail/mazda-cx-5-20-e-skyactiv-g165-mhev-advantage-at-121kw165hp-a6/Aeb41ToEYY-/ | https://www.autobazar.eu/detail/mazda-cx-5-25-e-skyactivg194-mhev-takumi-at-awd-143kw194hp-a6/AeeDQBZeklg/,https://auto.bazos.sk/inzerat/194371869/mazda-cx-5-revolution-top-awd-25-benzin-59000-km-2018.php | https://auto.bazos.sk/inzerat/194430475/mazda-cx-5-22-skyactiv-d-110kw-rv2020.php | https://auto.bazos.sk/inzerat/193975496/mazda-cx-5-25-benzin-4x4.php
86,Mazda,Cx-3,2.0 120HP Automatic Optimum,Petrol,2018,152350,88.0,11000,5,11200.0,1.8,2,14995.0,26.6,-24.8,25.3,autobazar,1.8,MEDIUM,True,none,moderate,broad,"single usable source (AB 5/BZ 2); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g/AmkLGCnlbQO/ | https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-g-po-stk/AeiS0ZGRQqV/ | https://www.autobazar.eu/detail/mazda-cx-3-20-skyactiv-gattraction-tempomat/AmnmKgQasB1/,https://auto.bazos.sk/inzerat/194374942/mazda-cx-3-20-skyactiv-112017.php | https://auto.bazos.sk/inzerat/194142745/mazda-cx-3-20-skyactiv-revolution-89kw-m6-2019.php
90,Volkswagen,Tiguan,1.5 148HP Automatic Life,Petrol,2020,122500,109.0,19000,5,18900.0,-0.5,7,18900.0,-0.5,0.0,0.0,bazos,-0.5,HIGH,True,none,moderate,broad,both sources usable (AB 5/BZ 7); median spread 0% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-bmt-150k-highline-dsg/Am2L5NXqOrF/ | https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-tiguan-96kw130hp-m6/AeOSvx0iw9A/ | https://www.autobazar.eu/detail/volkswagen-tiguan-14-tsi-act-bmt-4motion-150k-edition-comfortline-dsg-110kw150hp-a6/Aeo0VUyU0PR/,https://auto.bazos.sk/inzerat/194394238/volkswagen-tiguan-15tsi-2019173tispanoramafull-led.php | https://auto.bazos.sk/inzerat/194320295/volkswagen-tiguan-20-tsi-dsg-132-kw-4motion-2018.php | https://auto.bazos.sk/inzerat/194065820/volkswagen-tiguan-15tsi-rv112021127tis-kmfull-ledhead.php
97,Seat,Ateca,1.5 148HP Automatic FR,Petrol,2020,130000,109.0,16750,8,16449.5,-1.8,7,16890.0,0.8,-2.6,2.6,autobazar,-1.8,HIGH,True,none,moderate,broad,both sources usable (AB 8/BZ 7); median spread 3% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/seat-ateca-15-tsi-150-xperience-family-dsg-110kw150hp-a7/Ae4fqzDpH-P/ | https://www.autobazar.eu/detail/seat-ateca-15-tsi-150-xcellence-dsg-110kw150hp-a7/AeZP872v2zI/ | https://www.autobazar.eu/detail/seat-ateca-14-tsi-act-fr-4drive/Am5IcdTYj4x/,https://auto.bazos.sk/inzerat/194411080/seat-ateca-15-tsi-style.php | https://auto.bazos.sk/inzerat/194393183/seat-ateca-14tsi-110kw-dsg-1272018-186tis-km.php | https://auto.bazos.sk/inzerat/193824531/seat-ateca-15tsi-dsg-rv2021-170tis-km-exclusive-vybava.php
94,Toyota,C-Hr,1.8  Automatic C-LUB,Hybrid,2019,36157,,18200,7,17400.0,-4.6,5,21500.0,15.3,-19.9,19.1,autobazar,-4.6,MEDIUM,True,none,broad,broad,"moderate source disagreement 19%; sample n=7, data complete",https://www.autobazar.eu/detail/toyota-c-hr-gr-sport-20-hybrid-135-kw/AeQncOstcqy/ | https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-active-seat-e-cvt-fwd-72kw98hp-a1/AeHnIFhlhSm/ | https://www.autobazar.eu/detail/toyota-c-hr-18-hybrid-executive-e-cvt-72kw98hp-a1/Ae5m8sWxI4y/,https://auto.bazos.sk/inzerat/194240198/toyota-c-hr-gr-sport-20-hybrid-135-kw-2022-42-225km.php | https://auto.bazos.sk/inzerat/194011376/toyota-chr-active-18-hybrid.php | https://auto.bazos.sk/inzerat/194461638/toyota-c-hr-hsd.php
10,Volkswagen,Golf Sportsvan,1.5 130HP Automatic Comfortline,Petrol,2018,63910,96.0,13000,3,12400.0,-4.8,0,,,,,autobazar,-4.8,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=3, BZ n=0)",https://www.autobazar.eu/detail/vw-golf-sportsvan-12-tsicomfortline-cr2maj/AmwPDlXjc2A/ | https://www.autobazar.eu/detail/vw-golf-sportsvan-14-tsiomfortline-servkniha-navi/AmYsuaPRIov/ | https://www.autobazar.eu/detail/vw-golf-sportsvan-15-tsi-kuze-tempomat/Amhz8e67QMr/,
64,Suzuki,Vitara,"1,4 129HP Manuel Adventure",Petrol,2023,83000,95.0,15500,3,14600.0,-6.2,2,16970.0,8.7,-14.9,14.0,autobazar,-6.2,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=3, BZ n=2)",https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-mildhybrid-comfort-2wd/AmU6GPXd-v6/ | https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjetelegance-lpg-servkniha/AmhmwErrIZx/ | https://www.autobazar.eu/detail/suzuki-vitara-14-boosterjet-sr2maj-servkniha-klima/Ae8xJfva4Um/,https://auto.bazos.sk/inzerat/194352325/suzuki-vitara-14-boosterjet-2021-66-500km-kupene-v-sr.php | https://auto.bazos.sk/inzerat/194466044/suzuki-vitara-15-dualjet-hev-2024-44340km.php
42,Peugeot,3008,1.6 179HP Automatic GT Line,Hybrid,2020,73000,132.0,15000,0,,,1,14000.0,-7.1,,,bazos,-7.1,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=0, BZ n=1)",,https://auto.bazos.sk/inzerat/194443811/peugeot-3008-15-bluehdi.php
81,Volkswagen,Tiguan,1.5 148HP Automatic Life,Petrol,2022,87000,109.0,22700,4,23494.5,3.4,5,20500.0,-10.7,14.1,12.7,bazos,-10.7,HIGH,True,none,broad,broad,both sources usable (AB 4/BZ 5); median spread 13% <= 15%; inventory + comparable data complete,https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-bmt-150k-highline-dsg/Am2L5NXqOrF/ | https://www.autobazar.eu/detail/volkswagen-tiguan-2021-15-tsi-110kw-dsg-r-line-harman-kardon-360/AmnRwJf8GB7/ | https://www.autobazar.eu/detail/volkswagen-tiguan-15-tsi-evo-tiguan-96kw130hp-m6/AeOSvx0iw9A/,https://auto.bazos.sk/inzerat/194065820/volkswagen-tiguan-15tsi-rv112021127tis-kmfull-ledhead.php | https://auto.bazos.sk/inzerat/194039032/volkswagen-tiguan-15-tsi-evo-life.php | https://auto.bazos.sk/inzerat/193899818/vw-tiguan-model-202551000km-mrtvy-uhol-virtual-kamera.php
17,Seat,Leon,1.6 109HP Automatic Stylance,Diesel,2016,213000,80.0,6000,5,5200.0,-15.4,3,8700.0,31.0,-46.4,40.2,autobazar,-15.4,MEDIUM,True,none,broad,broad,"single usable source (AB 5/BZ 3); no cross-check; sample n=5, data complete",https://www.autobazar.eu/detail/seat-leon-2019/AeREeto_1El/ | https://www.autobazar.eu/detail/seat-leon-20-tdi-ss-xcellence-110kw150hp-m6/AeqdOvyuAVD/ | https://www.autobazar.eu/detail/seat-leon-16-tdi-cr-81kw110hp/AeqCm-lioiZ/,https://auto.bazos.sk/inzerat/193922157/seat-leon-st-fr-20-tdi-automat-dsg-52019-148-225-km.php | https://auto.bazos.sk/inzerat/193768729/predam-seat-leon.php | https://auto.bazos.sk/inzerat/194047107/seat-leon-20-tdi-fr-dsg.php
41,Dacia,Duster,1.3 148HP Automatic Journey,Petrol,2024,24000,109.0,17600,2,15095.0,-16.6,1,17499.0,-0.6,-16.0,13.7,autobazar,-16.6,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=2, BZ n=1)",https://www.autobazar.eu/detail/dacia-duster-13-tce-150-extreme-4x2-edc/AelDbsPlLjG/ | https://www.autobazar.eu/detail/dacia-duster-tce-96-ss-gpf-celebration-4x4-96kw130hp-m6/Ae-WUTVZ3pm/,https://auto.bazos.sk/inzerat/194251533/dacia-duster-13-tce-4x4-journey-47-930kmslovenske-vozidlo.php
63,Opel,Zafira,1.4 139HP Automatic Enjoy,Petrol,2016,124000,102.0,7200,1,5800.0,-24.1,1,11990.0,39.9,-64.0,51.6,autobazar,-24.1,INSUFFICIENT,False,none,broad,broad,"no source reaches 4 comparables (AB n=1, BZ n=1)",https://www.autobazar.eu/detail/opel-zafira-18-7-mist/AmE-1vGLLEK/,https://auto.bazos.sk/inzerat/194261789/opel-zafira-14-turbo-103kw-7-miest-105-000-km-top-stav.php
84,Suzuki,S-Cross,1.5 101HP Automatic Adventure,Hybrid,2024,22550,74.0,22000,3,26490.0,16.9,4,17195.0,-27.9,44.8,35.1,bazos,-27.9,LOW,True,none,broad,broad,50% of comparables missing year/km; best sample n=4,https://www.autobazar.eu/detail/suzuki-s-cross-strong-hybrid-15i-gl-premium-4x4-ags/AmjBzVyptcN/ | https://www.autobazar.eu/detail/suzuki-s-cross/Am7r1KsmfcP/ | https://www.autobazar.eu/detail/suzuki-s-cross-1-4-glx-4wd-at-mhybrid-canyon-brown/AmAClj1sykvl/,https://auto.bazos.sk/inzerat/194429648/suzuki-s-cross-suzuki-sx4-s-cross.php | https://auto.bazos.sk/inzerat/194410650/suzuki-s-cross.php | https://auto.bazos.sk/inzerat/194316037/suzuki-sx4-s-cross.php
31,Renault,Captur,"1,3 TCe 130 HK ZEN EDC aut",Petrol,2020,73000,96.0,12700,4,99100.0,87.2,7,9499.0,-33.7,120.9,90.4,bazos,-33.7,LOW,True,none,moderate,broad,large source disagreement 90%; best sample n=7,https://www.autobazar.eu/detail/renault-captur-13-tce-collection/AeN1GEYKPdP/ | https://www.autobazar.eu/detail/renault-captur-tce-130-gpf-limited/AmzAUA-ioQa/ | https://www.autobazar.eu/detail/renault-captur-12-tce-automat-servkniha/AmzL6v5wc-g/,https://auto.bazos.sk/inzerat/193543523/predam-renault-captur-10tce-2020-74kw-38392km.php | https://auto.bazos.sk/inzerat/194437645/renault-captur-09-tce-66kwrv-2019.php | https://auto.bazos.sk/inzerat/194267678/predam-renault-captur-09tce-66kw-benzin.php
45,Opel,Corsa,1.4 74HP Manual Enjoy,Petrol,2016,94460,54.0,5600,6,3695.0,-51.6,1,7490.0,25.2,-76.8,50.7,autobazar,-51.6,MEDIUM,True,none,broad,broad,"single usable source (AB 6/BZ 1); no cross-check; sample n=6, data complete",https://www.autobazar.eu/detail/opel-corsa-12-16v-drive/Amkb0nTdqLX/ | https://www.autobazar.eu/detail/opel-corsa-12-16v-cosmo-2014-benzin-plus-lpg-101-000-km-63-kw-m-5-st-poskodeny-motor/AmdrCZ_LqOTf/ | https://www.autobazar.eu/detail/opel-corsa-10-cr2maj-servkniha/AmBAqWYuHTo/,https://auto.bazos.sk/inzerat/194013945/opel-corsa-e-14t-74kw-2015.php
20,Mazda,3,2.0 skyactiv-g 122 hk 4-dørs man. sky,Petrol,2019,116000,90.0,10250,3,17499.0,41.4,5,4499.0,-127.8,169.2,74.3,bazos,-127.8,LOW,True,none,broad,broad,83% of comparables missing year/km; best sample n=5,https://www.autobazar.eu/detail/mazda-3-20-skyactiv-g122-vam-system/AmJznRADkEy/ | https://www.autobazar.eu/detail/mazda-3-20-skyactiv-g122-plusstylesoundsafety-at/AmN3sm0kSxz/ | https://www.autobazar.eu/detail/mazda-3-20-skyactiv-g150-plus-at-110kw150hp-a6/AeFkLwrfyn8/,https://auto.bazos.sk/inzerat/194143899/top.php | https://auto.bazos.sk/inzerat/194080069/mazda-3-benzin.php | https://auto.bazos.sk/inzerat/194410317/mazda-3-20-benzin.php
